gene_id,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,Gene,description,Regulation
ENSMUSG00000052392,40.38756067,-1.74297846,0.406891658,-4.28364265,1.84E-05,0.002140352,Acot4,acyl-CoA thioesterase 4 [Source:MGI Symbol;Acc:MGI:2159621],Down
ENSMUSG00000013629,438.5881774,-1.033044594,0.241179776,-4.283296923,1.84E-05,0.002140352,Cad,"carbamoyl-phosphate synthetase 2, aspartate transcarbamylase, and dihydroorotase [Source:MGI Symbol;Acc:MGI:1916969]",Down
ENSMUSG00000033386,41.87895446,2.364422123,0.55282608,4.276972828,1.89E-05,0.002186646,Frrs1,ferric-chelate reductase 1 [Source:MGI Symbol;Acc:MGI:108076],Up
ENSMUSG00000004730,154.0505456,1.487146274,0.348180979,4.271187582,1.94E-05,0.002228574,Adgre1,adhesion G protein-coupled receptor E1 [Source:MGI Symbol;Acc:MGI:106912],Up
ENSMUSG00000090952,146.8872314,-0.889828816,0.208880623,-4.259987365,2.04E-05,0.002327074,Gm17251,"predicted gene, 17251 [Source:MGI Symbol;Acc:MGI:4936885]",Down
ENSMUSG00000055541,95.19032072,3.643423267,0.857137545,4.250686822,2.13E-05,0.002394935,Lair1,leukocyte-associated Ig-like receptor 1 [Source:MGI Symbol;Acc:MGI:105492],Up
ENSMUSG00000004707,44.15203946,3.148904972,0.740833207,4.250491125,2.13E-05,0.002394935,Ly9,lymphocyte antigen 9 [Source:MGI Symbol;Acc:MGI:96885],Up
ENSMUSG00000028393,1610.957065,1.274856524,0.300164208,4.247197003,2.16E-05,0.002413986,Alad,"aminolevulinate, delta-, dehydratase [Source:MGI Symbol;Acc:MGI:96853]",Up
ENSMUSG00000025408,420.463997,1.160312787,0.273706624,4.239257234,2.24E-05,0.002476634,Ddit3,DNA-damage inducible transcript 3 [Source:MGI Symbol;Acc:MGI:109247],Up
ENSMUSG00000035161,207.2141847,-0.980092974,0.23123919,-4.238438017,2.25E-05,0.002476634,Ints6,integrator complex subunit 6 [Source:MGI Symbol;Acc:MGI:1202397],Down
ENSMUSG00000031360,105.1284445,-1.651972125,0.390026287,-4.235540473,2.28E-05,0.002492174,Ctps2,cytidine 5'-triphosphate synthase 2 [Source:MGI Symbol;Acc:MGI:1933185],Down
ENSMUSG00000024610,5195.975105,3.020420847,0.71364344,4.232394888,2.31E-05,0.002510671,Cd74,"CD74 antigen (invariant polypeptide of major histocompatibility complex, class II antigen-associated) [Source:MGI Symbol;Acc:MGI:96534]",Up
ENSMUSG00000030852,7685.022535,-1.961910761,0.464422187,-4.224412219,2.40E-05,0.002584329,Tacc2,"transforming, acidic coiled-coil containing protein 2 [Source:MGI Symbol;Acc:MGI:1928899]",Down
ENSMUSG00000024164,4458.878963,1.889102689,0.450260117,4.195580774,2.72E-05,0.002917026,C3,complement component 3 [Source:MGI Symbol;Acc:MGI:88227],Up
ENSMUSG00000025013,20.35122735,-2.507503476,0.598706551,-4.188201169,2.81E-05,0.002980071,Tll2,tolloid-like 2 [Source:MGI Symbol;Acc:MGI:1346044],Down
ENSMUSG00000033849,71.43123147,1.578578278,0.376946569,4.187803813,2.82E-05,0.002980071,B3galt2,"UDP-Gal:betaGlcNAc beta 1,3-galactosyltransferase, polypeptide 2 [Source:MGI Symbol;Acc:MGI:1349461]",Up
ENSMUSG00000020571,1763.590886,0.610602225,0.145964761,4.183216695,2.87E-05,0.003008662,Pdia6,protein disulfide isomerase associated 6 [Source:MGI Symbol;Acc:MGI:1919103],Up
ENSMUSG00000026922,969.4080233,-0.823909247,0.197022377,-4.181805436,2.89E-05,0.003008662,Agpat2,"1-acylglycerol-3-phosphate O-acyltransferase 2 (lysophosphatidic acid acyltransferase, beta) [Source:MGI Symbol;Acc:MGI:1914762]",Down
ENSMUSG00000095079,367.9638738,3.515662487,0.840804616,4.181307309,2.90E-05,0.003008662,Igha,immunoglobulin heavy constant alpha [Source:MGI Symbol;Acc:MGI:96444],Up
ENSMUSG00000040751,112.677656,2.753771455,0.662022572,4.159633783,3.19E-05,0.003288191,Lat2,"linker for activation of T cells family, member 2 [Source:MGI Symbol;Acc:MGI:1926479]",Up
ENSMUSG00000108596,71.02895914,4.297959366,1.033842699,4.157266256,3.22E-05,0.003301805,Gm49368,"predicted gene, 49368 [Source:MGI Symbol;Acc:MGI:6121583]",Up
ENSMUSG00000023284,41.10105023,2.389716025,0.575256583,4.154174146,3.26E-05,0.003326109,Zfp605,zinc finger protein 605 [Source:MGI Symbol;Acc:MGI:2444933],Up
ENSMUSG00000075324,98.22395175,-1.582984858,0.381324761,-4.151277389,3.31E-05,0.003347829,Fign,fidgetin [Source:MGI Symbol;Acc:MGI:1890647],Down
ENSMUSG00000019082,871.9951062,-0.988525395,0.238351272,-4.147346848,3.36E-05,0.003385038,Slc25a22,"solute carrier family 25 (mitochondrial carrier, glutamate), member 22 [Source:MGI Symbol;Acc:MGI:1915517]",Down
ENSMUSG00000024653,120.3231588,2.009440682,0.486223601,4.132750195,3.58E-05,0.003585569,Scgb1a1,"secretoglobin, family 1A, member 1 (uteroglobin) [Source:MGI Symbol;Acc:MGI:98919]",Up
ENSMUSG00000035273,111.6681023,3.609036557,0.87553489,4.122093359,3.75E-05,0.003732963,Hpse,heparanase [Source:MGI Symbol;Acc:MGI:1343124],Up
ENSMUSG00000032484,17.12080138,5.098902256,1.238870261,4.115767741,3.86E-05,0.003813868,Ngp,neutrophilic granule protein [Source:MGI Symbol;Acc:MGI:105983],Up
ENSMUSG00000043230,26.67340307,-3.112734683,0.757465088,-4.1094101,3.97E-05,0.003897057,Fam124b,"family with sequence similarity 124, member B [Source:MGI Symbol;Acc:MGI:3026880]",Down
ENSMUSG00000038146,912.8177165,-0.802026964,0.195308719,-4.106457559,4.02E-05,0.003923827,Notch3,notch 3 [Source:MGI Symbol;Acc:MGI:99460],Down
ENSMUSG00000053687,121.9167599,3.533974334,0.865547929,4.08293315,4.45E-05,0.004317593,Dpep2,dipeptidase 2 [Source:MGI Symbol;Acc:MGI:2442042],Up
ENSMUSG00000087651,90.70279482,1.290322294,0.316249064,4.080082573,4.50E-05,0.004345323,1500009L16Rik,RIKEN cDNA 1500009L16 gene [Source:MGI Symbol;Acc:MGI:1917034],Up
ENSMUSG00000076609,412.6110752,3.94071366,0.967683451,4.072316888,4.65E-05,0.004466694,Igkc,immunoglobulin kappa constant [Source:MGI Symbol;Acc:MGI:96495],Up
ENSMUSG00000026383,112.0594405,-1.165048378,0.286386472,-4.068098499,4.74E-05,0.004522021,Epb41l5,erythrocyte membrane protein band 4.1 like 5 [Source:MGI Symbol;Acc:MGI:103006],Down
ENSMUSG00000090086,366.8846566,-1.016872355,0.250501114,-4.059352628,4.92E-05,0.00466778,AI480526,expressed sequence AI480526 [Source:MGI Symbol;Acc:MGI:2140910],Down
ENSMUSG00000064246,76.08953914,4.076293452,1.005282723,4.054872682,5.02E-05,0.004730957,Chil1,chitinase-like 1 [Source:MGI Symbol;Acc:MGI:1340899],Up
ENSMUSG00000081723,50.15975801,3.183084929,0.786206938,4.048660441,5.15E-05,0.004830677,Gm15931,predicted gene 15931 [Source:MGI Symbol;Acc:MGI:3805553],Up
ENSMUSG00000046415,27.73304555,-2.088105794,0.516216321,-4.045020878,5.23E-05,0.004878623,B430212C06Rik,RIKEN cDNA B430212C06 gene [Source:MGI Symbol;Acc:MGI:2442134],Down
ENSMUSG00000031075,234.2598487,-0.875855031,0.216829109,-4.039379386,5.36E-05,0.004969379,Ano1,"anoctamin 1, calcium activated chloride channel [Source:MGI Symbol;Acc:MGI:2142149]",Down
ENSMUSG00000068036,864.8524038,-1.446485982,0.358457182,-4.035310365,5.45E-05,0.005028047,Afdn,"afadin, adherens junction formation factor [Source:MGI Symbol;Acc:MGI:1314653]",Down
ENSMUSG00000056698,492.9398948,-1.043820213,0.258775145,-4.033695795,5.49E-05,0.005034611,Elmod3,ELMO/CED-12 domain containing 3 [Source:MGI Symbol;Acc:MGI:2445168],Down
ENSMUSG00000059852,1486.252413,0.758361928,0.188083877,4.032041122,5.53E-05,0.005042187,Kcng2,"potassium voltage-gated channel, subfamily G, member 2 [Source:MGI Symbol;Acc:MGI:3694646]",Up
ENSMUSG00000056687,35.91312837,-1.621213017,0.402266214,-4.030199308,5.57E-05,0.005043207,Gm11696,predicted gene 11696 [Source:MGI Symbol;Acc:MGI:3701776],Down
ENSMUSG00000036432,274.6039428,1.243484504,0.308602061,4.029410885,5.59E-05,0.005043207,Siah2,siah E3 ubiquitin protein ligase 2 [Source:MGI Symbol;Acc:MGI:108062],Up
ENSMUSG00000020399,66.43093856,3.604700978,0.896930451,4.018930315,5.85E-05,0.005244191,Havcr2,hepatitis A virus cellular receptor 2 [Source:MGI Symbol;Acc:MGI:2159682],Up
ENSMUSG00000090124,39.58264538,2.112724742,0.525929597,4.017124639,5.89E-05,0.005255956,Ugt1a7c,"UDP glucuronosyltransferase 1 family, polypeptide A7C [Source:MGI Symbol;Acc:MGI:3032636]",Up
ENSMUSG00000064371,27.58459413,1.871563918,0.46667365,4.010434099,6.06E-05,0.005378076,mt-Tt,mitochondrially encoded tRNA threonine [Source:MGI Symbol;Acc:MGI:102473],Up
ENSMUSG00000024401,61.02071254,5.205868584,1.299110269,4.007256895,6.14E-05,0.005421763,Tnf,tumor necrosis factor [Source:MGI Symbol;Acc:MGI:104798],Up
ENSMUSG00000024525,433.4876788,-1.016094217,0.254091734,-3.998926698,6.36E-05,0.005575092,Impa2,inositol monophosphatase 2 [Source:MGI Symbol;Acc:MGI:2149728],Down
ENSMUSG00000020142,118.7289587,1.113982094,0.278664007,3.997581552,6.40E-05,0.005575092,Slc1a4,"solute carrier family 1 (glutamate/neutral amino acid transporter), member 4 [Source:MGI Symbol;Acc:MGI:2135601]",Up
ENSMUSG00000000982,20.54218829,6.87603377,1.720343589,3.996895628,6.42E-05,0.005575092,Ccl3,chemokine (C-C motif) ligand 3 [Source:MGI Symbol;Acc:MGI:98260],Up
ENSMUSG00000006731,198.1338158,3.274408413,0.819730625,3.994493208,6.48E-05,0.005602435,B4galnt1,"beta-1,4-N-acetyl-galactosaminyl transferase 1 [Source:MGI Symbol;Acc:MGI:1342057]",Up
ENSMUSG00000045404,24.4200586,2.40666863,0.60304894,3.99083469,6.58E-05,0.005622589,Kcnk13,"potassium channel, subfamily K, member 13 [Source:MGI Symbol;Acc:MGI:2384976]",Up
ENSMUSG00000034792,38.89126326,3.713809943,0.930734466,3.990192776,6.60E-05,0.005622589,Gna15,"guanine nucleotide binding protein, alpha 15 [Source:MGI Symbol;Acc:MGI:95770]",Up
ENSMUSG00000046410,152.1566293,0.86968685,0.217969511,3.989947247,6.61E-05,0.005622589,Kcnk6,"potassium inwardly-rectifying channel, subfamily K, member 6 [Source:MGI Symbol;Acc:MGI:1891291]",Up
ENSMUSG00000120838,16.05992907,-3.087525207,0.774885698,-3.984491152,6.76E-05,0.005723839,-,novel transcript,Down
ENSMUSG00000004891,752.5503561,0.713134326,0.179168327,3.980247724,6.88E-05,0.005797254,Nes,nestin [Source:MGI Symbol;Acc:MGI:101784],Up
ENSMUSG00000032496,20.79474693,3.288818603,0.827633595,3.973761604,7.07E-05,0.005927253,Ltf,lactotransferrin [Source:MGI Symbol;Acc:MGI:96837],Up
ENSMUSG00000114942,43.0612666,-4.092854749,1.036061202,-3.950398626,7.80E-05,0.006503732,Gm49361,"predicted gene, 49361 [Source:MGI Symbol;Acc:MGI:6121571]",Down
ENSMUSG00000102418,22.95225617,6.160495661,1.560609224,3.947494072,7.90E-05,0.006550036,Sh2d1b1,SH2 domain containing 1B1 [Source:MGI Symbol;Acc:MGI:1349420],Up
ENSMUSG00000078606,814.2926128,1.863907484,0.4724326,3.945340525,7.97E-05,0.006576141,Gvin2,"GTPase, very large interferon inducible, family member 2 [Source:MGI Symbol;Acc:MGI:3782245]",Up
ENSMUSG00000049719,6.02985177,6.079513552,1.545742227,3.933070757,8.39E-05,0.006886735,Prss46,"protease, serine 46 [Source:MGI Symbol;Acc:MGI:1921556]",Up
ENSMUSG00000022858,688.9743964,0.786881691,0.201020536,3.914434343,9.06E-05,0.007345617,Tra2b,transformer 2 beta [Source:MGI Symbol;Acc:MGI:106016],Up
ENSMUSG00000101628,147.4633384,2.681588195,0.685072812,3.914311222,9.07E-05,0.007345617,Gm28177,predicted gene 28177 [Source:MGI Symbol;Acc:MGI:5578883],Up
ENSMUSG00000029299,6.686475967,6.229667887,1.591649487,3.913969713,9.08E-05,0.007345617,Abcg3,ATP binding cassette subfamily G member 3 [Source:MGI Symbol;Acc:MGI:1351624],Up
ENSMUSG00000110104,322.7123654,11.82363265,3.029319961,3.903064979,9.50E-05,0.007647225,Gm45717,predicted gene 45717 [Source:MGI Symbol;Acc:MGI:5804832],Up
ENSMUSG00000112129,38.90130145,-1.81378368,0.464962129,-3.900927768,9.58E-05,0.007677609,Pbld1,phenazine biosynthesis-like protein domain containing 1 [Source:MGI Symbol;Acc:MGI:1915621],Down
ENSMUSG00000029254,24.26797751,2.256435495,0.579838461,3.891489865,9.96E-05,0.007943972,Stap1,signal transducing adaptor family member 1 [Source:MGI Symbol;Acc:MGI:1926193],Up
ENSMUSG00000041959,1351.128221,1.455844523,0.374381014,3.888670819,0.000100795,0.007998158,S100a10,S100 calcium binding protein A10 (calpactin) [Source:MGI Symbol;Acc:MGI:1339468],Up
ENSMUSG00000052087,55.42668577,3.662632495,0.942431567,3.886364406,0.000101757,0.00803586,Rgs14,regulator of G-protein signaling 14 [Source:MGI Symbol;Acc:MGI:1859709],Up
ENSMUSG00000040675,89.9763192,1.420969918,0.365808729,3.884461481,0.000102557,0.008049722,Mthfd1l,methylenetetrahydrofolate dehydrogenase (NADP+ dependent) 1-like [Source:MGI Symbol;Acc:MGI:1924836],Up
ENSMUSG00000050967,13.95758326,4.37694944,1.12702481,3.883631844,0.000102908,0.008049722,Creg2,cellular repressor of E1A-stimulated genes 2 [Source:MGI Symbol;Acc:MGI:1928333],Up
ENSMUSG00000074151,496.4384165,3.436349537,0.885309784,3.881522148,0.000103805,0.008063687,Nlrc5,"NLR family, CARD domain containing 5 [Source:MGI Symbol;Acc:MGI:3612191]",Up
ENSMUSG00000069874,809.0125661,2.198245908,0.566424347,3.880917056,0.000104063,0.008063687,Irgm2,immunity-related GTPase family M member 2 [Source:MGI Symbol;Acc:MGI:1926262],Up
ENSMUSG00000038797,41.13539228,-2.713277143,0.701563761,-3.867470489,0.00010997,0.008481575,Zscan2,zinc finger and SCAN domain containing 2 [Source:MGI Symbol;Acc:MGI:99176],Down
ENSMUSG00000020788,489.5468344,-0.622623725,0.161384681,-3.858010075,0.000114314,0.008775589,Atp2a3,"ATPase, Ca++ transporting, ubiquitous [Source:MGI Symbol;Acc:MGI:1194503]",Down
ENSMUSG00000025355,283.2319884,1.938391568,0.502729373,3.855735655,0.000115382,0.008816583,Mmp19,matrix metallopeptidase 19 [Source:MGI Symbol;Acc:MGI:1927899],Up
ENSMUSG00000027863,41.97669686,4.801698653,1.246683869,3.851576791,0.00011736,0.008926369,Cd2,CD2 antigen [Source:MGI Symbol;Acc:MGI:88320],Up
ENSMUSG00000020143,161.3656683,2.767894654,0.719617999,3.846338832,0.000119896,0.009077442,Dock2,dedicator of cyto-kinesis 2 [Source:MGI Symbol;Acc:MGI:2149010],Up
ENSMUSG00000002803,89.04310464,-1.368670159,0.356079081,-3.843725262,0.000121181,0.009132817,Btbd6,BTB (POZ) domain containing 6 [Source:MGI Symbol;Acc:MGI:3026623],Down
ENSMUSG00000029019,5902.093168,1.560753725,0.406366398,3.840754876,0.000122657,0.0091819,Nppb,natriuretic peptide type B [Source:MGI Symbol;Acc:MGI:97368],Up
ENSMUSG00000045826,40.29371163,4.075639627,1.061314969,3.840179163,0.000122945,0.0091819,Ptprcap,"protein tyrosine phosphatase, receptor type, C polypeptide-associated protein [Source:MGI Symbol;Acc:MGI:97811]",Up
ENSMUSG00000053646,1280.946887,-0.891002062,0.2323988,-3.833935733,0.000126109,0.009375814,Plxnb1,plexin B1 [Source:MGI Symbol;Acc:MGI:2154238],Down
ENSMUSG00000074178,106.1254253,-1.397115512,0.364756371,-3.830270352,0.000128003,0.00947391,Gm10638,predicted gene 10638 [Source:MGI Symbol;Acc:MGI:3704316],Down
ENSMUSG00000032097,988.3597076,1.998580626,0.522055456,3.828291805,0.000129036,0.009507743,Ddx6,DEAD (Asp-Glu-Ala-Asp) box polypeptide 6 [Source:MGI Symbol;Acc:MGI:104976],Up
ENSMUSG00000066026,1483.129914,-0.711693648,0.18616936,-3.822829117,0.000131929,0.00963676,Dhrs3,dehydrogenase/reductase (SDR family) member 3 [Source:MGI Symbol;Acc:MGI:1315215],Down
ENSMUSG00000043259,192.6288139,-0.918556013,0.240284695,-3.822782028,0.000131954,0.00963676,Fam13c,"family with sequence similarity 13, member C [Source:MGI Symbol;Acc:MGI:1918971]",Down
ENSMUSG00000051457,110.2424115,4.268745131,1.117146363,3.821115363,0.000132849,0.009659387,Spn,sialophorin [Source:MGI Symbol;Acc:MGI:98384],Up
ENSMUSG00000039639,130.0183943,-1.109254687,0.290386309,-3.81992764,0.000133491,0.009663448,Kcne1,"potassium voltage-gated channel, Isk-related subfamily, member 1 [Source:MGI Symbol;Acc:MGI:96673]",Down
ENSMUSG00000115230,22.32103206,5.510122839,1.443452614,3.817321597,0.000134908,0.009723411,AU022793,expressed sequence AU022793 [Source:MGI Symbol;Acc:MGI:2146144],Up
ENSMUSG00000033871,177.5941911,-1.039089806,0.272579582,-3.812060306,0.000137813,0.009889598,Ppargc1b,"peroxisome proliferative activated receptor, gamma, coactivator 1 beta [Source:MGI Symbol;Acc:MGI:2444934]",Down
ENSMUSG00000031506,68.81147729,3.564066494,0.937626707,3.801157183,0.000144022,0.010260689,Ptpn7,"protein tyrosine phosphatase, non-receptor type 7 [Source:MGI Symbol;Acc:MGI:2156893]",Up
ENSMUSG00000025422,358.8899274,-0.901305653,0.237135573,-3.800803231,0.000144228,0.010260689,Agap2,"ArfGAP with GTPase domain, ankyrin repeat and PH domain 2 [Source:MGI Symbol;Acc:MGI:3580016]",Down
ENSMUSG00000011752,1817.285854,1.175374776,0.309490066,3.797778687,0.000145999,0.010292486,Pgam1,phosphoglycerate mutase 1 [Source:MGI Symbol;Acc:MGI:97552],Up
ENSMUSG00000031494,18.40782503,2.501038797,0.658651775,3.797209529,0.000146334,0.010292486,Cd209a,CD209a antigen [Source:MGI Symbol;Acc:MGI:2157942],Up
ENSMUSG00000022894,695.0385994,-0.864583242,0.227710578,-3.796851458,0.000146546,0.010292486,Adamts5,"a disintegrin-like and metallopeptidase (reprolysin type) with thrombospondin type 1 motif, 5 (aggrecanase-2) [Source:MGI Symbol;Acc:MGI:1346321]",Down
ENSMUSG00000082292,164.4585904,3.27333743,0.863486592,3.79083759,0.00015014,0.010469219,Gm12250,predicted gene 12250 [Source:MGI Symbol;Acc:MGI:3649299],Up
ENSMUSG00000097204,75.9298658,-1.286757829,0.339484921,-3.790323957,0.000150451,0.010469219,Gm17690,"predicted gene, 17690 [Source:MGI Symbol;Acc:MGI:4937324]",Down
ENSMUSG00000030337,250.175018,-0.765794262,0.202084422,-3.789476975,0.000150965,0.010469219,Vamp1,vesicle-associated membrane protein 1 [Source:MGI Symbol;Acc:MGI:1313276],Down
ENSMUSG00000040797,34.91232472,-1.461443582,0.386637276,-3.779882777,0.000156902,0.010835443,Iqsec3,IQ motif and Sec7 domain 3 [Source:MGI Symbol;Acc:MGI:2677208],Down
ENSMUSG00000020437,296.2397694,3.691965713,0.97755728,3.776725709,0.000158904,0.01089889,Myo1g,myosin IG [Source:MGI Symbol;Acc:MGI:1927091],Up
ENSMUSG00000025195,277.1410348,-0.679361681,0.179898897,-3.776352663,0.000159142,0.01089889,Dnmbp,dynamin binding protein [Source:MGI Symbol;Acc:MGI:1917352],Down
ENSMUSG00000026228,9.081731254,4.760533296,1.262161084,3.771731958,0.000162118,0.011056874,Htr2b,5-hydroxytryptamine (serotonin) receptor 2B [Source:MGI Symbol;Acc:MGI:109323],Up
ENSMUSG00000033192,114.0918606,3.568893896,0.94651018,3.770581628,0.000162868,0.011062257,Lpcat2,lysophosphatidylcholine acyltransferase 2 [Source:MGI Symbol;Acc:MGI:3606214],Up
ENSMUSG00000040852,197.3372782,-0.834199297,0.22175932,-3.761732748,0.00016874,0.011414175,Plekhh2,"pleckstrin homology domain containing, family H (with MyTH4 domain) member 2 [Source:MGI Symbol;Acc:MGI:2146813]",Down
ENSMUSG00000020048,5475.416016,0.618955111,0.164792507,3.755966341,0.000172674,0.011592625,Hsp90b1,"heat shock protein 90, beta (Grp94), member 1 [Source:MGI Symbol;Acc:MGI:98817]",Up
ENSMUSG00000054072,1922.807203,2.959609947,0.788008858,3.755807968,0.000172783,0.011592625,Iigp1,interferon inducible GTPase 1 [Source:MGI Symbol;Acc:MGI:1926259],Up
ENSMUSG00000024910,41.09099486,4.001923649,1.066186634,3.753492609,0.000174388,0.011652909,Ctsw,cathepsin W [Source:MGI Symbol;Acc:MGI:1338045],Up
ENSMUSG00000050919,622.9240332,-1.173951279,0.3131167,-3.749245189,0.000177368,0.011778362,Zfp366,zinc finger protein 366 [Source:MGI Symbol;Acc:MGI:2178429],Down
ENSMUSG00000037868,86.3943215,3.726652316,0.994095666,3.748786402,0.000177692,0.011778362,Egr2,early growth response 2 [Source:MGI Symbol;Acc:MGI:95296],Up
ENSMUSG00000030214,794.7092987,2.060561332,0.550542633,3.742782501,0.000181994,0.011969655,Plbd1,phospholipase B domain containing 1 [Source:MGI Symbol;Acc:MGI:1914107],Up
ENSMUSG00000005087,395.9222991,2.613600093,0.698313021,3.742734295,0.000182029,0.011969655,Cd44,CD44 antigen [Source:MGI Symbol;Acc:MGI:88338],Up
ENSMUSG00000028581,813.3436495,2.439946135,0.65237671,3.740087737,0.000183956,0.01204839,Laptm5,lysosomal-associated protein transmembrane 5 [Source:MGI Symbol;Acc:MGI:108046],Up
ENSMUSG00000022272,1331.833881,-0.917109754,0.245429029,-3.736761534,0.000186406,0.012160568,Myo10,myosin X [Source:MGI Symbol;Acc:MGI:107716],Down
ENSMUSG00000043415,524.8525118,1.59266464,0.42665045,3.732949628,0.00018925,0.012281093,Otud1,OTU domain containing 1 [Source:MGI Symbol;Acc:MGI:1918448],Up
ENSMUSG00000035352,42.16236385,3.936415676,1.054689686,3.732297497,0.000189741,0.012281093,Ccl12,chemokine (C-C motif) ligand 12 [Source:MGI Symbol;Acc:MGI:108224],Up
ENSMUSG00000035000,80.80482465,1.611255958,0.432796748,3.722892939,0.000196953,0.012680485,Dpp4,dipeptidylpeptidase 4 [Source:MGI Symbol;Acc:MGI:94919],Up
ENSMUSG00000099137,50.05875688,-1.3850091,0.37208832,-3.722259006,0.000197448,0.012680485,Gm10603,predicted gene 10603 [Source:MGI Symbol;Acc:MGI:3642592],Down
ENSMUSG00000031488,55.78898516,3.011076629,0.80975989,3.718480831,0.000200424,0.01282173,Rab11fip1,RAB11 family interacting protein 1 (class I) [Source:MGI Symbol;Acc:MGI:1923017],Up
ENSMUSG00000027624,203.3095186,-1.382315913,0.372032613,-3.715577246,0.00020274,0.012831048,Epb41l1,erythrocyte membrane protein band 4.1 like 1 [Source:MGI Symbol;Acc:MGI:103010],Down
ENSMUSG00000028883,56.84915061,1.758493815,0.473291437,3.715456647,0.000202837,0.012831048,Sema3a,"sema domain, immunoglobulin domain (Ig), short basic domain, secreted, (semaphorin) 3A [Source:MGI Symbol;Acc:MGI:107558]",Up
ENSMUSG00000028337,43.03268997,4.179374303,1.124886195,3.715375229,0.000202902,0.012831048,Coro2a,"coronin, actin binding protein 2A [Source:MGI Symbol;Acc:MGI:1345966]",Up
ENSMUSG00000053411,385.2605817,-0.636285052,0.17142231,-3.711798381,0.000205792,0.012964103,Cbx7,chromobox 7 [Source:MGI Symbol;Acc:MGI:1196439],Down
ENSMUSG00000039155,8.536295974,-4.588900887,1.236626989,-3.710820586,0.000206588,0.012964802,Cdh26,cadherin-like 26 [Source:MGI Symbol;Acc:MGI:2685856],Down
