Gene_ID,Gene_symbol,Description,T1,T2,T3,C1,C2,C3,FC,log2FC,pValue,FDR,significance
7386,UQCRFS1,"ubiquinol-cytochrome c reductase, Rieske iron-sulfur polypeptide 1",19.4461,12.7046,12.4327,10.9813,16.7356,12.121,1.119120235,0.162365043,0.615176403,0.962753944,Stable
7388,UQCRH,ubiquinol-cytochrome c reductase hinge protein,9.5094,9.386,13.831,14.022,10.3644,10.516,0.937654717,-0.092871334,0.721086904,0.978748126,Stable
7389,UROD,uroporphyrinogen decarboxylase,9.5319,6.825,8.1811,10.2645,8.6797,9.2783,0.869448135,-0.201828125,0.262605138,0.938881762,Stable
7402,UTRN,utrophin,4.0624,4.6507,6.1167,4.16,5.8568,4.9403,0.991488992,-0.01233134,0.959509375,0.998814086,Stable
7405,UVRAG,UV radiation resistance associated,0.386,0.4523,0.8416,5.7586,0.29,0.783,0.245901399,-2.02384815,0.429267539,0.938881762,Stable
7407,VARS1,valyl-tRNA synthetase 1,8.0223,7.0871,7.4729,7.4703,10.9121,10.3463,0.786053668,-0.347300279,0.188733894,0.938881762,Stable
7408,VASP,vasodilator stimulated phosphoprotein,20.2323,11.6099,9.1129,13.1164,14.403,8.0247,1.152233423,0.204433012,0.672655276,0.972618376,Stable
7410,VAV2,vav guanine nucleotide exchange factor 2,0.1861,0.3822,0.2752,0.1167,0.355,0.4559,0.909335921,-0.137114751,0.823067985,0.995095472,Stable
7411,VBP1,VHL binding protein 1,10.3639,7.1904,16.7425,10.8466,12.3829,14.7558,0.902896647,-0.147367241,0.715545528,0.978748126,Stable
7414,VCL,vinculin,47.6348,40.7939,41.4276,39.8232,37.3668,35.5761,1.151554412,0.203582582,0.103202337,0.938881762,Stable
7415,VCP,valosin containing protein,82.7911,74.4498,90.7245,73.858,84.4549,79.2909,1.04360873,0.061580918,0.576306447,0.954719537,Stable
7416,VDAC1,voltage dependent anion channel 1,163.1795,207.5415,102.0645,143.4101,149.0277,137.0654,1.10077294,0.13851691,0.684290833,0.973255698,Stable
7417,VDAC2,voltage dependent anion channel 2,155.2259,147.0331,110.2262,145.4413,103.9289,114.0116,1.135128947,0.182856192,0.430131155,0.938881762,Stable
7419,VDAC3,voltage dependent anion channel 3,110.6261,108.1476,101.9955,99.8353,110.6842,103.2306,1.022371626,0.031919703,0.600528673,0.959652773,Stable
7430,EZR,ezrin,99.6044,100.5221,90.8683,81.7883,84.406,84.6181,1.160208985,0.214384697,0.039794534,0.938881762,Stable
7431,VIM,vimentin,1756.4821,1769.5053,1848.5988,1785.39,1691.6604,1994.0663,0.982356344,-0.025681646,0.759466516,0.988932147,Stable
7443,VRK1,VRK serine/threonine kinase 1,7.1819,2.7176,2.2308,1.8764,2.1936,1.7775,2.074442069,1.052723369,0.314869143,0.938881762,Stable
7444,VRK2,VRK serine/threonine kinase 2,0.3104,0.3401,0.5721,0.1447,0.2504,0.6169,1.208102767,0.272743182,0.697946971,0.975167525,Stable
7450,VWF,von Willebrand factor,2.0486,3.3511,5.2221,2.4953,5.8606,3.8984,0.866781456,-0.206259806,0.705914725,0.976819585,Stable
7453,WARS1,tryptophanyl-tRNA synthetase 1,42.2439,24.4271,20.7687,32.0118,17.4479,18.8208,1.280595485,0.356814828,0.479174425,0.938881762,Stable
7458,EIF4H,eukaryotic translation initiation factor 4H,12.0725,13.2426,19.5434,17.2331,16.0606,18.4809,0.866419055,-0.206863123,0.428345643,0.938881762,Stable
7466,WFS1,wolframin ER transmembrane glycoprotein,1.4552,1.532,3.4498,1.225,1.5236,6.0097,0.734959981,-0.444262399,0.679662163,0.973255698,Stable
7469,NELFA,negative elongation factor complex member A,2.579,0.1375,6.3609,0.4186,2.9292,2.7331,1.492772451,0.577994267,0.651666822,0.968434639,Stable
7511,XPNPEP1,X-prolyl aminopeptidase 1,7.6831,7.4492,9.6537,5.7955,10.0457,6.0338,1.133074286,0.180242449,0.5752176,0.954703081,Stable
7514,XPO1,exportin 1,17.8356,19.9558,19.7143,22.2068,21.5762,19.7323,0.905383427,-0.143399196,0.116455388,0.938881762,Stable
7515,XRCC1,X-ray repair cross complementing 1,0.8483,0.8856,0.9663,0.8899,1.0626,1.2407,0.84560942,-0.241936647,0.241255768,0.938881762,Stable
7518,XRCC4,X-ray repair cross complementing 4,1.6991,1.8906,2.7546,2.0054,4.5416,2.6654,0.688669619,-0.538116061,0.339027864,0.938881762,Stable
7520,XRCC5,X-ray repair cross complementing 5,65.577,77.6192,65.9996,84.0502,65.5573,74.0267,0.935437424,-0.096286947,0.512139087,0.941216694,Stable
7525,YES1,"YES proto-oncogene 1, Src family tyrosine kinase",13.7721,6.0607,9.0645,8.394,6.7342,12.0228,1.064318073,0.089929367,0.842992316,0.998814086,Stable
7528,YY1,YY1 transcription factor,0.1171,0.1367,0.523,0.591,0.2642,0.2719,0.689202378,-0.537000416,0.53242456,0.945940853,Stable
7529,YWHAB,tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein beta,73.0568,96.0304,85.251,77.2687,83.0752,97.0334,0.988192043,-0.017136655,0.914524672,0.998814086,Stable
7531,YWHAE,tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein epsilon,183.2581,167.0734,220.0456,165.1034,182.0071,201.5619,1.039558578,0.055971055,0.723730317,0.979323845,Stable
7532,YWHAG,tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein gamma,50.2229,42.48,50.2232,55.031,49.2937,55.7319,0.892972236,-0.163312775,0.161410915,0.938881762,Stable
7533,YWHAH,tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein eta,46.0105,44.5747,41.6902,48.4776,55.7112,50.8978,0.852913147,-0.229529258,0.048756878,0.938881762,Stable
7534,YWHAZ,tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein zeta,174.3884,143.4901,234.8983,200.6164,220.333,185.1619,0.912005435,-0.132885672,0.586375071,0.956029085,Stable
7536,SF1,splicing factor 1,2.096,0.4077,1.7844,1.4608,4.0122,1.5945,0.606735055,-0.720861428,0.406533159,0.938881762,Stable
7542,ZFPL1,zinc finger protein like 1,11.0508,9.6218,9.1419,6.2216,7.9469,10.009,1.233150657,0.302349068,0.225133081,0.938881762,Stable
7555,CNBP,CCHC-type zinc finger nucleic acid binding protein,1.2332,1.4837,1.1674,4.9153,3.9338,0.2658,0.426148394,-1.230572198,0.342947797,0.938881762,Stable
7576,ZNF28,zinc finger protein 28,0.00012,0.0065,0.00012,0.0057,0.00012,0.00012,1.134680135,0.18228566,0.92941861,0.998814086,Stable
7643,ZNF90,zinc finger protein 90,0.00012,0.0081,0.00012,0.0071,0.00012,0.00012,1.136239782,0.184267321,0.929465305,0.998814086,Stable
7700,ZNF141,zinc finger protein 141,0.00012,0.0138,0.00012,0.0121,0.00012,0.00012,1.137763371,0.186200541,0.930085674,0.998814086,Stable
7706,TRIM25,tripartite motif containing 25,6.9689,7.1987,9.3817,11.3759,9.7951,10.5391,0.742643511,-0.429258251,0.050166308,0.938881762,Stable
7726,TRIM26,tripartite motif containing 26,1.4252,1.4204,2.3139,0.6953,1.8099,1.6769,1.233710337,0.303003704,0.519044232,0.943198726,Stable
7737,RNF113A,ring finger protein 113A,0.00012,0.1345,0.00012,0.1281,0.00012,0.1706,0.4509069,-1.149098506,0.467380231,0.938881762,Stable
7739,ZNF185,zinc finger protein 185 with LIM domain,5.5694,2.7463,6.1866,5.7224,4.3738,5.2176,0.94700858,-0.078550597,0.828736005,0.99592581,Stable
7748,ZNF195,zinc finger protein 195,0.00012,0.0108,0.00012,0.0095,0.00012,0.00012,1.133470226,0.180746495,0.931596072,0.998814086,Stable
7756,ZNF207,zinc finger protein 207,6.1007,3.1556,6.6002,3.1274,6.9397,7.7587,0.889525295,-0.168892464,0.73323295,0.982873183,Stable
7791,ZYX,zyxin,14.3597,7.0314,10.179,17.4421,12.9041,11.9458,0.74647924,-0.421825957,0.261780072,0.938881762,Stable
7798,LUZP1,leucine zipper protein 1,6.3428,4.1344,6.3934,3.296,6.6089,5.8972,1.067617595,0.094394987,0.791364442,0.993677442,Stable
7803,PTP4A1,protein tyrosine phosphatase 4A1,2.1206,1.9978,2.0197,0.8965,0.7264,1.728,1.831776538,0.873243517,0.093209944,0.938881762,Stable
7804,LRP8,LDL receptor related protein 8,0.1141,0.0636,0.0488,0.0667,0.0533,0.0227,1.587245971,0.666525715,0.312675976,0.938881762,Stable
7812,CSDE1,cold shock domain containing E1,5.7022,7.5339,10.1502,6.3672,7.8499,7.944,1.055286064,0.077634134,0.790384912,0.993677442,Stable
7818,DAP3,death associated protein 3,9.6473,5.3455,5.3475,2.5529,4.4357,7.6055,1.393734454,0.478955713,0.404386081,0.938881762,Stable
7837,PXDN,peroxidasin,1.0636,1.0311,2.0397,0.957,1.4938,1.3098,1.099399032,0.136715114,0.757278738,0.988661054,Stable
7841,MOGS,mannosyl-oligosaccharide glucosidase,15.8154,12.5501,12.21,7.1111,7.7328,10.2647,1.616000096,0.692427283,0.027651301,0.938881762,Stable
7846,TUBA1A,tubulin alpha 1a,261.8804,253.0417,250.6737,313.5508,255.3828,240.8814,0.945395924,-0.081009451,0.576471764,0.954719537,Stable
7873,MANF,mesencephalic astrocyte derived neurotrophic factor,29.4287,35.6003,28.6929,29.8337,17.6741,19.4642,1.39941916,0.48482815,0.128677675,0.938881762,Stable
7874,USP7,ubiquitin specific peptidase 7,4.5188,4.5448,2.1249,3.7489,4.2769,4.1349,0.920053944,-0.120209644,0.727711044,0.979527751,Stable
7879,RAB7A,"RAB7A, member RAS oncogene family",91.0269,80.9752,81.968,87.191,82.4404,75.4662,1.036199865,0.051302301,0.561164961,0.949133455,Stable
7905,REEP5,receptor accessory protein 5,32.2147,37.0914,27.1159,25.0293,17.3357,30.2069,1.328640975,0.409951313,0.172019084,0.938881762,Stable
7913,DEK,DEK proto-oncogene,32.8014,16.7341,26.5494,34.4668,25.1677,16.1959,1.003356174,0.004833828,0.990981975,0.998814086,Stable
7916,PRRC2A,proline rich coiled-coil 2A,0.4276,0.3244,0.5401,0.3774,0.934,0.7737,0.619682509,-0.690398847,0.246689091,0.938881762,Stable
7917,BAG6,BAG cochaperone 6,2.9442,5.4085,5.0784,6.6259,6.7851,6.7176,0.667264489,-0.583669367,0.101217452,0.938881762,Stable
7919,DDX39B,DExD-box helicase 39B,63.9844,58.5534,42.1463,63.4322,53.0252,45.2519,1.018395974,0.02629862,0.91213774,0.998814086,Stable
7920,ABHD16A,"abhydrolase domain containing 16A, phospholipase",0.1601,1.1643,0.4552,0.3138,0.3092,0.7912,1.258379296,0.331566839,0.74212772,0.982873183,Stable
7922,SLC39A7,solute carrier family 39 member 7,0.00012,0.00012,0.306,0.2121,0.1479,0.1698,0.578029445,-0.790785109,0.542763622,0.946044847,Stable
7936,NELFE,negative elongation factor complex member E,0.00012,0.9621,1.2734,0.7222,0.8471,1.0625,0.849464245,-0.235374871,0.767068741,0.992636864,Stable
7965,AIMP2,aminoacyl tRNA synthetase complex interacting multifunctional protein 2,11.9073,16.8011,23.3832,15.0996,13.1331,21.4181,1.049159329,0.069233787,0.855148923,0.998814086,Stable
7984,ARHGEF5,Rho guanine nucleotide exchange factor 5,0.00012,0.044,0.0486,0.036,0.00012,0.00012,2.558498896,1.355297611,0.393008001,0.938881762,Stable
7991,TUSC3,tumor suppressor candidate 3,1.5733,1.4933,0.4197,0.8802,0.8161,1.3206,1.155590175,0.208629843,0.72717802,0.979386101,Stable
8021,NUP214,nucleoporin 214,1.9612,2.6083,2.2839,0.9697,2.2647,2.3821,1.220226119,0.287148518,0.468568055,0.938881762,Stable
8027,STAM,signal transducing adaptor molecule,5.7051,3.0108,4.3187,2.9528,3.0854,3.2446,1.404166846,0.48971437,0.248264827,0.938881762,Stable
8030,CCDC6,coiled-coil domain containing 6,14.7591,9.4628,2.8465,12.497,3.3977,3.6996,1.381442562,0.466175579,0.614308037,0.962753944,Stable
8050,PDHX,pyruvate dehydrogenase complex component X,7.1367,9.0369,7.3493,2.8743,5.5879,3.4636,1.972437908,0.979979885,0.022658946,0.938881762,Stable
8065,CUL5,cullin 5,12.5366,4.7122,6.4112,2.7853,5.0599,6.7602,1.619948786,0.695948204,0.33879066,0.938881762,Stable
8073,PTP4A2,protein tyrosine phosphatase 4A2,2.4484,1.6248,0.7189,0.9077,0.7354,0.3828,2.365417839,1.242095051,0.199369355,0.938881762,Stable
8078,USP5,ubiquitin specific peptidase 5,11.5411,8.9974,13.88,6.0049,12.3285,9.1923,1.25041325,0.322404971,0.378904414,0.938881762,Stable
8079,MLF2,myeloid leukemia factor 2,0.7387,0.4488,0.2371,1.1358,0.1578,0.647,0.734102855,-0.445945882,0.625814575,0.962992148,Stable
8086,AAAS,aladin WD repeat nucleoporin,4.3647,2.2344,0.6588,0.7502,2.0259,2.3634,1.412180173,0.497924167,0.59469956,0.958999971,Stable
8087,FXR1,FMR1 autosomal homolog 1,5.8792,3.213,6.6739,6.6101,7.0473,5.0952,0.840742084,-0.250264805,0.465552218,0.938881762,Stable
8091,HMGA2,high mobility group AT-hook 2,15.8995,13.4709,16.0709,9.249,15.1174,15.4551,1.141124769,0.190456543,0.460777876,0.938881762,Stable
8106,PABPN1,poly(A) binding protein nuclear 1,4.2996,7.7297,3.4452,6.6058,5.5942,5.3528,0.881597238,-0.181808391,0.655469167,0.968434639,Stable
8120,AP3B2,adaptor related protein complex 3 subunit beta 2,7.2365,6.247,0.1854,0.024,0.1351,0.1877,39.41435986,5.300649438,0.181446637,0.938881762,Stable
8125,ANP32A,acidic nuclear phosphoprotein 32 family member A,14.8482,18.7032,16.2497,18.9706,9.3133,19.811,1.035475695,0.05029369,0.88506322,0.998814086,Stable
8148,TAF15,TATA-box binding protein associated factor 15,25.61,25.8259,22.0142,22.5335,14.0673,23.2801,1.226603141,0.29466855,0.262840766,0.938881762,Stable
8161,COIL,coilin,0.2564,0.00012,0.285,0.2434,0.2707,0.4813,0.544022504,-0.878261765,0.270190948,0.938881762,Stable
8175,SF3A2,splicing factor 3a subunit 2,6.3541,3.4531,3.7249,4.8829,3.6527,2.1366,1.267976612,0.342528135,0.478903199,0.938881762,Stable
8189,SYMPK,symplekin scaffold protein,2.0493,2.3441,1.5598,0.932,2.3807,3.0092,0.941678926,-0.086692852,0.865346979,0.998814086,Stable
8192,CLPP,caseinolytic mitochondrial matrix peptidase proteolytic subunit,2.2882,1.9185,0.00012,1.3224,1.8927,1.5745,0.878323868,-0.187175085,0.812427108,0.995095472,Stable
8209,GATD3,glutamine amidotransferase class 1 domain containing 3,7.6525,7.4011,7.3204,7.132,6.1033,9.1264,1.000550048,0.000793333,0.996744434,0.998814086,Stable
8218,CLTCL1,clathrin heavy chain like 1,4.1033,3.6133,4.2885,6.3282,3.8954,4.3885,0.82158622,-0.283516111,0.362931718,0.938881762,Stable
8227,AKAP17A,A-kinase anchoring protein 17A,0.2622,0.1013,2.5458,0.2355,2.5119,4.5497,0.398692631,-1.326651153,0.386933189,0.938881762,Stable
8237,USP11,ubiquitin specific peptidase 11,0.2297,0.0764,0.2144,0.1835,0.5121,0.151,0.61481219,-0.701782325,0.455758713,0.938881762,Stable
8239,USP9X,ubiquitin specific peptidase 9 X-linked,3.6544,3.7364,3.7553,2.3985,2.187,2.9387,1.48136679,0.566928899,0.030676091,0.938881762,Stable
8241,RBM10,RNA binding motif protein 10,1.4907,1.4558,1.4744,1.3876,0.8754,0.6828,1.500746826,0.585680617,0.144050742,0.938881762,Stable
8243,SMC1A,structural maintenance of chromosomes 1A,7.5548,5.3994,5.9585,5.837,8.218,4.1628,1.038144013,0.054006591,0.87361673,0.998814086,Stable
8260,NAA10,"N-alpha-acetyltransferase 10, NatA catalytic subunit",6.5961,4.4293,6.9852,5.072,8.6951,6.6701,0.881265535,-0.18235131,0.574227805,0.954701392,Stable
8263,F8A1,coagulation factor VIII associated 1,0.3899,0.3611,0.6223,0.2858,0.5535,0.2248,1.290574194,0.368013083,0.475405,0.938881762,Stable
8266,UBL4A,ubiquitin like 4A,2.9064,13.7858,28.4266,1.3911,9.407,26.8968,1.196947067,0.259359353,0.826122178,0.995628869,Stable
8287,USP9Y,ubiquitin specific peptidase 9 Y-linked,0.7193,0.6921,1.2169,0.5435,0.6031,0.8333,1.327491287,0.408702392,0.342418791,0.938881762,Stable
8289,ARID1A,AT-rich interaction domain 1A,1.2154,2.5333,2.8005,2.4738,2.7405,2.7803,0.819202962,-0.287707163,0.430075084,0.938881762,Stable
8290,H3-4,"H3.4 histone, cluster member",41.4903,42.7829,45.366,41.927,52.3585,61.1413,0.834085241,-0.261733264,0.259338989,0.938881762,Stable
8291,DYSF,dysferlin,8.3917,4.4852,5.0256,3.216,5.2172,9.8706,0.978075591,-0.031982126,0.95728823,0.998814086,Stable
8294,H4C9,H4 clustered histone 9,265.9608,345.8028,384.3464,314.7384,292.5438,453.7751,0.938790016,-0.091125595,0.743993531,0.982873183,Stable
8295,TRRAP,transformation/transcription domain associated protein,0.0689,0.2967,0.2813,0.0355,0.2644,0.1198,1.541339052,0.62418425,0.488702885,0.938881762,Stable
8301,PICALM,phosphatidylinositol binding clathrin assembly protein,14.1007,12.8304,3.2316,7.9796,14.5912,15.7283,0.787556366,-0.344544914,0.557017233,0.948764177,Stable
8318,CDC45,cell division cycle 45,0.00012,0.00012,0.3544,0.284,1.9706,2.0504,0.08237863,-3.601586065,0.144573893,0.938881762,Stable
8323,FZD6,frizzled class receptor 6,0.1229,0.00012,0.168,0.0824,0.00012,0.3004,0.760002089,-0.39592471,0.784083239,0.992752862,Stable
8329,H2AC13,H2A clustered histone 13,57.2656,198.9377,202.9806,132.055,233.221,144.0671,0.901521784,-0.149565743,0.787930143,0.992752862,Stable
8330,H2AC15,H2A clustered histone 15,57.2656,198.9377,202.9806,132.055,233.221,144.0671,0.901521784,-0.149565743,0.787930143,0.992752862,Stable
8331,H2AC14,H2A clustered histone 14,57.2656,198.9377,202.9806,132.055,233.221,144.0671,0.901521784,-0.149565743,0.787930143,0.992752862,Stable
8332,H2AC16,H2A clustered histone 16,57.2656,198.9377,202.9806,132.055,233.221,144.0671,0.901521784,-0.149565743,0.787930143,0.992752862,Stable
8334,H2AC6,H2A clustered histone 6,57.2656,198.9377,202.9806,132.055,233.221,144.0671,0.901521784,-0.149565743,0.787930143,0.992752862,Stable
8335,H2AC4,H2A clustered histone 4,57.2656,198.9377,202.9806,132.055,233.221,144.0671,0.901521784,-0.149565743,0.787930143,0.992752862,Stable
8336,H2AC17,H2A clustered histone 17,57.2656,198.9377,202.9806,132.055,233.221,144.0671,0.901521784,-0.149565743,0.787930143,0.992752862,Stable
8337,H2AC18,H2A clustered histone 18,57.2656,198.9377,202.9806,132.055,233.221,144.0671,0.901521784,-0.149565743,0.787930143,0.992752862,Stable
8338,H2AC20,H2A clustered histone 20,57.2656,198.9377,202.9806,132.055,233.221,144.0671,0.901521784,-0.149565743,0.787930143,0.992752862,Stable
8339,H2BC8,H2B clustered histone 8,69.0643,49.3929,78.6594,68.6614,31.6802,58.2862,1.242635906,0.313403647,0.413541442,0.938881762,Stable
8340,H2BC13,H2B clustered histone 13,69.0643,49.3929,78.6594,68.6614,31.6802,58.2862,1.242635906,0.313403647,0.413541442,0.938881762,Stable
8341,H2BC15,H2B clustered histone 15,69.0643,49.3929,78.6594,68.6614,31.6802,58.2862,1.242635906,0.313403647,0.413541442,0.938881762,Stable
8342,H2BC14,H2B clustered histone 14,69.0643,49.3929,78.6594,68.6614,31.6802,58.2862,1.242635906,0.313403647,0.413541442,0.938881762,Stable
8343,H2BC7,H2B clustered histone 7,69.0643,49.3929,78.6594,68.6614,31.6802,58.2862,1.242635906,0.313403647,0.413541442,0.938881762,Stable
8344,H2BC6,H2B clustered histone 6,69.0643,49.3929,78.6594,68.6614,31.6802,58.2862,1.242635906,0.313403647,0.413541442,0.938881762,Stable
8345,H2BC9,H2B clustered histone 9,69.0643,49.3929,78.6594,68.6614,31.6802,58.2862,1.242635906,0.313403647,0.413541442,0.938881762,Stable
8346,H2BC10,H2B clustered histone 10,69.0643,49.3929,78.6594,68.6614,31.6802,58.2862,1.242635906,0.313403647,0.413541442,0.938881762,Stable
8347,H2BC4,H2B clustered histone 4,69.0643,49.3929,78.6594,68.6614,31.6802,58.2862,1.242635906,0.313403647,0.413541442,0.938881762,Stable
8348,H2BC17,H2B clustered histone 17,63.9132,59.4185,70.2419,66.2698,29.3229,52.3716,1.3082453,0.387633076,0.291566641,0.938881762,Stable
8349,H2BC21,H2B clustered histone 21,63.9132,59.4185,70.2419,66.2698,29.3229,52.3716,1.3082453,0.387633076,0.291566641,0.938881762,Stable
8350,H3C1,H3 clustered histone 1,41.8387,43.184,45.4993,42.1358,52.5958,61.3446,0.836271001,-0.257957559,0.262622803,0.938881762,Stable
8351,H3C4,H3 clustered histone 4,41.8387,43.184,45.4993,42.1358,52.5958,61.3446,0.836271001,-0.257957559,0.262622803,0.938881762,Stable
8352,H3C3,H3 clustered histone 3,41.8387,43.184,45.4993,42.1358,52.5958,61.3446,0.836271001,-0.257957559,0.262622803,0.938881762,Stable
8353,H3C6,H3 clustered histone 6,41.8387,43.184,45.4993,42.1358,52.5958,61.3446,0.836271001,-0.257957559,0.262622803,0.938881762,Stable
8354,H3C11,H3 clustered histone 11,41.8387,43.184,45.4993,42.1358,52.5958,61.3446,0.836271001,-0.257957559,0.262622803,0.938881762,Stable
8355,H3C8,H3 clustered histone 8,41.8387,43.184,45.4993,42.1358,52.5958,61.3446,0.836271001,-0.257957559,0.262622803,0.938881762,Stable
8356,H3C12,H3 clustered histone 12,41.8387,43.184,45.4993,42.1358,52.5958,61.3446,0.836271001,-0.257957559,0.262622803,0.938881762,Stable
8357,H3C10,H3 clustered histone 10,41.8387,43.184,45.4993,42.1358,52.5958,61.3446,0.836271001,-0.257957559,0.262622803,0.938881762,Stable
8358,H3C2,H3 clustered histone 2,41.8387,43.184,45.4993,42.1358,52.5958,61.3446,0.836271001,-0.257957559,0.262622803,0.938881762,Stable
8359,H4C1,H4 clustered histone 1,265.9608,345.8028,384.3464,314.7384,292.5438,453.7751,0.938790016,-0.091125595,0.743993531,0.982873183,Stable
8360,H4C4,H4 clustered histone 4,265.9608,345.8028,384.3464,314.7384,292.5438,453.7751,0.938790016,-0.091125595,0.743993531,0.982873183,Stable
8361,H4C6,H4 clustered histone 6,265.9608,345.8028,384.3464,314.7384,292.5438,453.7751,0.938790016,-0.091125595,0.743993531,0.982873183,Stable
8362,H4C12,H4 clustered histone 12,265.9608,345.8028,384.3464,314.7384,292.5438,453.7751,0.938790016,-0.091125595,0.743993531,0.982873183,Stable
8363,H4C11,H4 clustered histone 11,265.9608,345.8028,384.3464,314.7384,292.5438,453.7751,0.938790016,-0.091125595,0.743993531,0.982873183,Stable
8364,H4C3,H4 clustered histone 3,265.9608,345.8028,384.3464,314.7384,292.5438,453.7751,0.938790016,-0.091125595,0.743993531,0.982873183,Stable
