,Gene,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,Regulation
138,ACAA1,1829.952129,-0.018252025,0.067106038,-0.271987826,0.78563138,0.877949116,Not Significant
139,ACAA2,2419.13924,-0.22110096,0.061157628,-3.615263833,0.000300042,0.001015825,Not Significant
140,ACACA,4486.656424,-0.270088628,0.054451003,-4.960214061,7.04E-07,3.26E-06,Not Significant
141,ACACB,82.12301966,-1.857198751,0.319804064,-5.8073019,6.35E-09,3.50E-08,Down
142,ACAD10,482.5599114,-0.522321177,0.123813311,-4.218618909,2.46E-05,9.64E-05,Not Significant
143,ACAD11,321.9695652,-0.075913173,0.149257795,-0.508604411,0.611029536,0.755894656,Not Significant
144,ACAD8,1211.915245,-0.344270204,0.082177871,-4.18932982,2.80E-05,0.000109,Not Significant
145,ACAD9,2000.340222,0.136728231,0.066167557,2.06639383,0.038791308,0.084722121,Not Significant
146,ACADL,0,NA,NA,NA,NA,NA,Not Significant
147,ACADM,1784.306951,-0.107007621,0.06870107,-1.557583025,0.119332125,0.22106613,Not Significant
148,ACADS,692.1279654,0.033396356,0.105831958,0.315560217,0.752336338,0.855331527,Not Significant
149,ACADSB,989.902907,0.078045786,0.094682122,0.82429275,0.409773237,0.576812999,Not Significant
150,ACADVL,7418.935241,0.171761362,0.041548971,4.133949821,3.57E-05,0.000137082,Not Significant
151,ACAN,1.005214181,3.621234733,3.076072236,1.177226819,0.239104987,NA,Not Significant
152,ACAP1,299.846969,0.623617603,0.155803998,4.002577674,6.27E-05,0.000234005,Not Significant
153,ACAP2,3286.635311,0.066950907,0.055368759,1.209182014,0.226592926,0.370963586,Not Significant
154,ACAP3,732.253547,-0.134980192,0.102527601,-1.316525405,0.187997757,0.320312596,Not Significant
155,ACAT1,2900.388855,-0.050805948,0.056083951,-0.905891031,0.364993532,0.531359909,Not Significant
156,ACAT2,2697.509341,0.081503329,0.057445019,1.418805845,0.155955628,0.275304603,Not Significant
157,ACBD3,3096.388944,0.644789993,0.056447277,11.42287158,3.21E-30,4.42E-29,Not Significant
158,ACBD3-AS1,198.5335072,0.523253373,0.195107174,2.681876643,0.007321045,0.019284305,Not Significant
159,ACBD4,172.4835352,-0.616800903,0.205147192,-3.006626108,0.002641645,0.007627016,Not Significant
160,ACBD5,1533.520597,0.222691843,0.072638309,3.065763041,0.002171153,0.006354167,Not Significant
161,ACBD6,2460.801794,-0.030570162,0.059108383,-0.517188253,0.605024752,0.751867682,Not Significant
162,ACBD7,182.7284569,-0.325257307,0.207011126,-1.571206891,0.1161346,0.216225344,Not Significant
163,ACBD7-DCLRE1CP1,8.567022036,-0.475437644,0.90833007,-0.52341947,0.600682378,0.748900572,Not Significant
164,ACCS,281.460497,-0.047089116,0.159171553,-0.295838769,0.767353214,0.865623606,Not Significant
165,ACCSL,0,NA,NA,NA,NA,NA,Not Significant
166,ACD,1168.676768,0.417554682,0.084026328,4.969331542,6.72E-07,3.11E-06,Not Significant
167,ACE,3378.270786,-0.649903058,0.057105587,-11.38072633,5.22E-30,7.09E-29,Not Significant
168,ACE2,11.72879097,0.008726482,0.77696646,0.011231479,0.991038765,0.994631982,Not Significant
169,ACE2-DT,0,NA,NA,NA,NA,NA,Not Significant
170,ACER1,0,NA,NA,NA,NA,NA,Not Significant
171,ACER2,633.8121045,-1.453235592,0.113451716,-12.80928705,1.45E-37,2.41E-36,Down
172,ACER3,2112.537829,0.339975649,0.063101275,5.38777782,7.13E-08,3.60E-07,Not Significant
173,ACHE,438.4562668,5.132328243,0.229121461,22.4000328,3.93E-111,1.68E-109,Up
174,ACIN1,9011.402522,0.138697801,0.041888904,3.311086905,0.000929343,0.002906971,Not Significant
175,ACKR1,796.7846972,2.511323176,0.108449177,23.15668263,1.24E-118,5.83E-117,Up
176,ACKR2,0.824605187,1.414549596,3.159748284,0.447677938,0.654385646,NA,Not Significant
177,ACKR3,2754.199943,7.959173402,0.212881315,37.38784409,6.16E-306,8.87E-304,Up
178,ACKR4,87.28584555,1.437748761,0.298915309,4.809886673,1.51E-06,6.75E-06,Up
179,ACLY,21116.65837,0.115257342,0.035042567,3.28906672,0.001005202,0.003125086,Not Significant
180,ACMSD,8.661279166,-0.738039289,0.916092814,-0.805638117,0.420451541,0.58633257,Not Significant
181,ACO1,8311.583799,0.538559158,0.03894293,13.82944628,1.69E-43,3.19E-42,Not Significant
182,ACO2,4567.718523,0.139302812,0.046887203,2.971019891,0.002968126,0.008471123,Not Significant
183,ACOD1,2.835033549,3.56078838,2.041261972,1.744405387,0.081088426,NA,Not Significant
184,ACOT1,353.9820948,-0.054796818,0.143516342,-0.381815879,0.70259794,0.823443564,Not Significant
185,ACOT11,251.1456882,-0.711584212,0.174868669,-4.069249324,4.72E-05,0.000178338,Not Significant
186,ACOT12,2.350863572,0.696387436,1.759393585,0.395811058,0.692244419,NA,Not Significant
187,ACOT13,1003.392033,0.187476655,0.089400971,2.097031534,0.035990784,0.079563458,Not Significant
188,ACOT2,1049.364598,0.061433547,0.085262653,0.720521169,0.471204171,0.636685785,Not Significant
189,ACOT4,44.62498825,-0.047528148,0.395340511,-0.120220788,0.904308251,0.950719849,Not Significant
190,ACOT6,0.806305125,3.289666384,3.092972902,1.063593665,0.287512814,NA,Not Significant
191,ACOT7,3331.431233,-0.124717586,0.056151738,-2.221081506,0.026345441,0.060435962,Not Significant
192,ACOT8,453.5040935,-0.281294101,0.126726329,-2.219697379,0.026439317,0.060621829,Not Significant
193,ACOT9,4793.097542,0.543456575,0.046065502,11.79747424,4.02E-32,5.83E-31,Not Significant
194,ACOX1,2504.748662,0.108135983,0.060210773,1.795957407,0.072501291,0.145110254,Not Significant
195,ACOX2,92.87783697,-1.343869238,0.293762746,-4.574675508,4.77E-06,2.02E-05,Down
196,ACOX3,1318.915365,0.022737034,0.077824933,0.292156173,0.770167219,0.86755314,Not Significant
197,ACOXL,62.92355685,-0.54291742,0.336023852,-1.615710961,0.10615682,0.200778557,Not Significant
198,ACOXL-AS1,2.461052118,-0.287652313,1.651511776,-0.174175151,0.861727814,NA,Not Significant
199,ACP1,3635.59909,0.115012988,0.054202411,2.121916454,0.033844754,0.075411293,Not Significant
200,ACP2,2099.569469,0.211426528,0.064200678,3.293213309,0.000990493,0.00308444,Not Significant
201,ACP3,0.303698034,1.83787574,4.981553375,0.368936274,0.712175225,NA,Not Significant
202,ACP4,2.659961174,-0.021740266,1.60944152,-0.013507957,0.989222538,NA,Not Significant
203,ACP5,18.33541049,-0.474539274,0.651590241,-0.72827867,0.466443017,0.632223643,Not Significant
204,ACP6,290.1352776,-0.575974391,0.168140758,-3.425548905,0.000613558,0.001980602,Not Significant
205,ACP7,8.776325889,0.201966949,0.893323153,0.226084982,0.821135325,0.899903964,Not Significant
206,ACR,30.84431062,-0.521129914,0.494821391,-1.053167714,0.292264133,0.452003251,Not Significant
207,ACRBP,34.59887557,-0.233381636,0.450810834,-0.517693052,0.604672447,0.751481507,Not Significant
208,ACRV1,10.43330448,0.015690482,0.812675008,0.019307204,0.984596037,0.991537144,Not Significant
209,ACSBG1,491.539889,0.059652221,0.122802922,0.485755717,0.627140375,0.76742231,Not Significant
210,ACSBG2,3.343588413,-1.559450653,1.519731796,-1.026135438,0.304827748,0.465971802,Not Significant
211,ACSF2,1114.175021,-0.172560932,0.086551123,-1.993745729,0.046179849,0.098610389,Not Significant
212,ACSF3,1152.207753,-0.027332154,0.086446746,-0.316173308,0.751870967,0.855114184,Not Significant
213,ACSL1,1970.194409,0.379855096,0.06509079,5.835773361,5.35E-09,2.98E-08,Not Significant
214,ACSL3,10082.43872,1.549511237,0.037463289,41.36079036,0,0,Up
215,ACSL3-AS1,3.963336771,2.99481932,1.596276629,1.876128026,0.060637702,0.124712466,Not Significant
216,ACSL4,7419.316143,0.211968079,0.040525263,5.230517001,1.69E-07,8.23E-07,Not Significant
217,ACSL5,1939.763772,0.422399439,0.066587679,6.343507439,2.25E-10,1.39E-09,Not Significant
218,ACSL6,0.699421603,-2.77653945,3.5253085,-0.787601837,0.43092964,NA,Not Significant
219,ACSL6-AS1,0,NA,NA,NA,NA,NA,Not Significant
220,ACSM1,0.251303545,1.699763444,4.990618013,0.340591774,0.733410923,NA,Not Significant
221,ACSM2A,0.738116271,-0.597403679,3.269997822,-0.182692378,0.855039396,NA,Not Significant
222,ACSM2B,0.868836474,-3.101801982,3.244050687,-0.9561509,0.338996002,NA,Not Significant
223,ACSM3,92.68219134,-0.065408905,0.282666589,-0.231399493,0.817004459,0.897173794,Not Significant
224,ACSM4,1.473863896,0.278224713,2.115006764,0.131547907,0.895341892,NA,Not Significant
225,ACSM5,0,NA,NA,NA,NA,NA,Not Significant
226,ACSM6,0,NA,NA,NA,NA,NA,Not Significant
227,ACSS1,577.1365073,-0.026725926,0.113842374,-0.234762548,0.814393038,0.895191834,Not Significant
228,ACSS2,1723.259709,-0.190812951,0.069116198,-2.760755899,0.005766776,0.015493027,Not Significant
229,ACSS3,22.81901766,-1.556898524,0.588108241,-2.647299284,0.008113751,0.021146924,Down
230,ACTA1,0.683490187,-2.746810951,3.276056774,-0.838450351,0.401777821,NA,Not Significant
231,ACTA2,753.990125,-0.077414631,0.100194326,-0.772644867,0.439732584,0.605611269,Not Significant
232,ACTA2-AS1,241.8203175,-0.103006739,0.172824482,-0.59601937,0.551162287,0.706188376,Not Significant
233,ACTB,287975.8558,0.369080402,0.02963698,12.45337413,1.34E-35,2.11E-34,Not Significant
234,ACTBL2,1.889982071,0.214599163,2.015629863,0.106467545,0.915211404,NA,Not Significant
235,ACTC1,0,NA,NA,NA,NA,NA,Not Significant
236,ACTE1P,0,NA,NA,NA,NA,NA,Not Significant
237,ACTG1,319075.9651,0.196118585,0.026796406,7.318839037,2.50E-13,1.83E-12,Not Significant
238,ACTG1P17,2.670355971,2.299475464,1.749279828,1.314526943,0.188668937,NA,Not Significant
239,ACTG1P20,35.75440524,-0.045708208,0.443645201,-0.103028744,0.917940158,0.958053706,Not Significant
240,ACTG1P25,7.568760576,1.034587307,0.980748288,1.054895858,0.291472957,0.450964473,Not Significant
241,ACTG1P4,0.788142114,1.277432602,3.020382431,0.42293737,0.672340957,NA,Not Significant
242,ACTG2,1.34551234,1.022713703,2.526046276,0.404867366,0.685575007,NA,Not Significant
243,ACTL10,63.16143468,-0.593413786,0.338817087,-1.751428158,0.079872186,0.157688439,Not Significant
244,ACTL6A,2930.4123,-0.018600808,0.057023174,-0.326197343,0.744275051,0.849903702,Not Significant
245,ACTL6B,0.217209119,-1.131968038,4.994897891,-0.226624861,0.820715459,NA,Not Significant
246,ACTL7A,0,NA,NA,NA,NA,NA,Not Significant
247,ACTL7B,0.217209119,-1.131968038,4.994897891,-0.226624861,0.820715459,NA,Not Significant
248,ACTL8,0.434418237,-2.102080181,4.263371323,-0.493055852,0.621973124,NA,Not Significant
249,ACTL9,0,NA,NA,NA,NA,NA,Not Significant
250,ACTMAP,909.033197,-0.443408246,0.092456879,-4.795838347,1.62E-06,7.22E-06,Not Significant
251,ACTN1,40643.96165,0.541230058,0.029718643,18.21180264,4.16E-74,1.23E-72,Not Significant
252,ACTN1-DT,3.798659192,2.210928755,1.479634738,1.494239557,0.135113017,0.24472616,Not Significant
253,ACTN2,41.58338215,0.542813375,0.413613168,1.312369667,0.189395436,0.322141269,Not Significant
254,ACTN3,14.78433867,-0.007817393,0.68420362,-0.011425536,0.99088394,0.994573794,Not Significant
255,ACTN4,39856.24904,0.324767049,0.030595059,10.61501641,2.54E-26,3.06E-25,Not Significant
256,ACTR10,3183.383872,0.31092174,0.054942576,5.659030999,1.52E-08,8.12E-08,Not Significant
257,ACTR1A,10245.91926,0.327308624,0.037424243,8.745898292,2.21E-18,2.04E-17,Not Significant
258,ACTR1B,3337.540298,0.176703715,0.052291649,3.379195691,0.000726982,0.002313884,Not Significant
259,ACTR2,27615.84353,0.290975231,0.030340834,9.590218555,8.79E-22,9.14E-21,Not Significant
260,ACTR3,24421.8766,0.783994108,0.032223852,24.3296208,9.53E-131,5.15E-129,Not Significant
261,ACTR3-AS1,5.277785605,1.556402222,1.219656446,1.276098878,0.201920568,0.339345976,Not Significant
262,ACTR3B,291.1280667,-0.167781162,0.160981021,-1.042241882,0.29729955,0.457428681,Not Significant
263,ACTR3BP2,0,NA,NA,NA,NA,NA,Not Significant
264,ACTR3BP5,0,NA,NA,NA,NA,NA,Not Significant
265,ACTR3C,45.47961966,0.107448794,0.395664933,0.271565118,0.785956424,0.878104323,Not Significant
266,ACTR5,489.3387457,-0.244472737,0.122924853,-1.988798288,0.046723472,0.099647165,Not Significant
267,ACTR6,715.899052,0.026075854,0.101732875,0.256316892,0.797706155,0.884860984,Not Significant
268,ACTR8,2082.326026,0.159015099,0.063648392,2.498336483,0.012477769,0.031075154,Not Significant
269,ACTRT1,0.450349653,-2.147404982,3.866240571,-0.555424564,0.578604295,NA,Not Significant
270,ACTRT2,0,NA,NA,NA,NA,NA,Not Significant
271,ACTRT3,256.5245531,0.404166544,0.172019731,2.34953596,0.018796828,0.044825399,Not Significant
272,ACVR1,1810.029159,-0.035153613,0.069970881,-0.502403457,0.615383748,0.759140932,Not Significant
273,ACVR1B,1739.640296,0.09752002,0.070952636,1.374438294,0.169305655,0.294040785,Not Significant
274,ACVR1C,0.911094102,3.440114687,3.202844833,1.074080971,0.282786393,NA,Not Significant
275,ACVR2A,430.6512517,-0.297660247,0.130806648,-2.275574293,0.022871501,0.053315973,Not Significant
276,ACVR2B,338.7618589,-0.134812845,0.146100598,-0.922739859,0.356142789,0.522852641,Not Significant
277,ACVR2B-AS1,21.31377447,0.897124146,0.578723278,1.55017809,0.121098777,0.223789591,Not Significant
278,ACVRL1,18084.08671,0.171713946,0.035365353,4.8554286,1.20E-06,5.44E-06,Not Significant
279,ACY1,233.2940847,-0.064902419,0.174690159,-0.371528763,0.710243736,0.827981391,Not Significant
280,ACY3,0,NA,NA,NA,NA,NA,Not Significant
281,ACYP1,253.3492847,-0.314421573,0.169622536,-1.85365447,0.063788609,0.1302276,Not Significant
282,ACYP2,212.017805,0.033324196,0.18582654,0.179329585,0.857678918,0.922100988,Not Significant
283,ADA,1446.47771,0.026768637,0.075739868,0.353428614,0.723767138,0.837337293,Not Significant
284,ADA2,1051.101253,-0.219818644,0.0858506,-2.560478839,0.010452803,0.026572822,Not Significant
285,ADAD1,0,NA,NA,NA,NA,NA,Not Significant
286,ADAD2,4.830078701,0.48135401,1.207293354,0.398705094,0.690110514,0.814933357,Not Significant
287,ADAL,161.1561253,-0.630800645,0.215519407,-2.92688558,0.003423748,0.009646003,Not Significant
288,ADAM10,10764.9416,0.135836885,0.03674758,3.696485211,0.000218605,0.000755152,Not Significant
289,ADAM11,21.52890521,-0.083695399,0.590175817,-0.141814349,0.88722665,0.940777365,Not Significant
290,ADAM12,112.4412599,-0.090213566,0.25011526,-0.360687972,0.718332717,0.833259754,Not Significant
291,ADAM15,19371.38224,0.096682797,0.032663127,2.95999815,0.003076409,0.008756326,Not Significant
